bedrooms,bathrooms,toilets,parking_space,title,town,state,price,listing_type
4,4,5,2,Terraced Duplexes,Katampe,Abuja,75000000,rent
5,6,6,4,Detached Duplex,Karsana,Abuja,95000000,rent
5,4,5,4,Terraced Duplexes,Katampe,Abuja,75000000,rent
5,5,6,4,Detached Duplex,Life Camp,Abuja,150000000,sale
3,4,4,3,Detached Bungalow,Ajah,Lagos,23000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,55000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,56000000,rent
3,5,4,4,Detached Bungalow,Dakwo,Abuja,50000000,rent
3,4,4,2,Block of Flats,Lekki,Lagos,35000000,rent
3,3,4,4,Detached Bungalow,Ajah,Lagos,25000000,rent
5,6,6,4,Detached Duplex,Karsana,Abuja,100000000,rent
5,5,6,4,Detached Duplex,Gaduwa,Abuja,52000000,rent
3,3,4,3,Terraced Duplexes,Gwarinpa,Abuja,40000000,rent
4,5,6,4,Terraced Duplexes,Wuye,Abuja,90000000,rent
3,3,4,4,Semi Detached Bungalow,Ajah,Lagos,28000000,rent
4,4,5,7,Detached Duplex,Lekki,Lagos,120000000,rent
4,5,5,4,Block of Flats,Ikorodu,Lagos,19999999,rent
3,3,4,4,Detached Bungalow,Kuje,Abuja,15000000,rent
5,5,5,4,Terraced Duplexes,Life Camp,Abuja,80000000,rent
5,5,5,4,Detached Duplex,Ikeja,Lagos,75000000,rent
4,4,4,5,Detached Bungalow,Ibeju Lekki,Lagos,40000000,rent
3,3,4,3,Semi Detached Duplex,Lokogoma District,Abuja,29000000,rent
5,5,5,6,Detached Duplex,Surulere,Lagos,110000000,rent
5,5,5,4,Terraced Duplexes,Jahi,Abuja,55000000,rent
5,6,6,3,Detached Duplex,Katampe,Abuja,170000000,sale
4,4,5,2,Terraced Duplexes,Victoria Island (Vi),Lagos,115000000,rent
4,4,5,3,Semi Detached Duplex,Life Camp,Abuja,27000000,rent
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,220000000,sale
5,6,7,3,Detached Duplex,Lekki,Lagos,78000000,rent
4,5,5,4,Detached Bungalow,Agege,Lagos,28000000,rent
3,3,4,6,Block of Flats,Guzape District,Abuja,36000000,rent
6,6,6,4,Detached Bungalow,Ifako-Ijaiye,Lagos,15000000,rent
5,5,6,8,Detached Duplex,Lekki,Lagos,145000000,rent
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,120000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,106000000,rent
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,65000000,rent
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,46000000,rent
4,5,5,4,Block of Flats,Yaba,Lagos,70000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,53000000,rent
4,6,5,1,Terraced Duplexes,Guzape District,Abuja,80000000,rent
4,4,5,8,Detached Duplex,Lekki,Lagos,110000000,rent
4,4,6,6,Detached Bungalow,Ajah,Lagos,80000000,rent
3,4,5,4,Terraced Duplexes,Lekki,Lagos,50000000,rent
5,5,6,5,Detached Duplex,Ajah,Lagos,25000000,rent
4,4,5,5,Detached Duplex,Ajah,Lagos,68000000,rent
5,6,6,8,Detached Duplex,Lekki,Lagos,75000000,rent
5,5,6,3,Detached Duplex,Ajah,Lagos,78000000,rent
4,4,5,4,Detached Duplex,Gbagada,Lagos,65000000,rent
5,4,5,4,Detached Duplex,Lekki,Lagos,95000000,rent
4,4,5,2,Detached Duplex,Ajah,Lagos,48000000,rent
4,5,5,3,Terraced Duplexes,Ikoyi,Lagos,270000000,sale
3,3,4,4,Detached Bungalow,Isheri North,Lagos,45000000,rent
4,4,6,4,Detached Duplex,Ikeja,Lagos,230000000,sale
3,3,4,4,Block of Flats,Lekki,Lagos,80000000,rent
4,5,5,4,Terraced Duplexes,Lekki,Lagos,155000000,sale
4,6,6,5,Detached Duplex,Apo,Abuja,65000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,71750000,rent
4,4,4,4,Detached Duplex,Lekki,Lagos,62000000,rent
4,5,5,8,Detached Bungalow,Ajah,Lagos,48000000,rent
5,5,6,5,Detached Duplex,Magodo,Lagos,235000000,sale
5,6,6,4,Detached Duplex,Lekki,Lagos,50000000,rent
4,5,5,4,Semi Detached Duplex,Lokogoma District,Abuja,35000000,rent
4,6,6,6,Detached Duplex,Ajah,Lagos,55000000,rent
4,4,5,4,Detached Duplex,Victoria Island (Vi),Lagos,165000000,sale
5,5,6,5,Detached Duplex,Lekki,Lagos,118000000,rent
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,75000000,rent
6,5,7,4,Detached Duplex,Lekki,Lagos,120000000,rent
4,5,5,4,Block of Flats,Ikeja,Lagos,100000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,190000000,sale
4,6,6,4,Detached Duplex,Lekki,Lagos,75000000,rent
3,5,4,4,Detached Bungalow,Kabusa,Abuja,28000000,rent
4,4,4,4,Terraced Bungalow,Victoria Island (Vi),Lagos,125000000,rent
5,5,6,8,Detached Duplex,Ikeja,Lagos,170000000,sale
3,4,4,7,Detached Bungalow,Gwarinpa,Abuja,48000000,rent
4,5,5,3,Semi Detached Duplex,Ajah,Lagos,65000000,rent
3,5,5,4,Detached Bungalow,Apo,Abuja,40000000,rent
4,6,5,7,Detached Bungalow,Wuse,Abuja,160000000,sale
5,4,5,4,Detached Duplex,Lekki,Lagos,150000000,sale
4,5,5,4,Block of Flats,Isolo,Lagos,42000000,rent
3,4,5,5,Detached Bungalow,Gwarinpa,Abuja,42000000,rent
4,5,5,5,Semi Detached Duplex,Lekki,Lagos,75000000,rent
4,4,4,4,Semi Detached Duplex,Ajah,Lagos,37000000,rent
5,6,6,8,Detached Duplex,Ikeja,Lagos,170000000,sale
5,5,6,4,Semi Detached Duplex,Ikeja,Lagos,110000000,rent
3,3,4,6,Detached Bungalow,Ikotun,Lagos,37000000,rent
6,5,5,4,Detached Duplex,Wuye,Abuja,160000000,sale
4,5,5,4,Detached Duplex,Katampe,Abuja,240000000,sale
6,5,5,4,Detached Duplex,Ipaja,Lagos,15000000,rent
4,4,4,5,Detached Duplex,Lekki,Lagos,90000000,rent
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,55000000,rent
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,60000000,rent
4,5,5,3,Detached Duplex,Isheri North,Lagos,55000000,rent
4,5,5,6,Detached Duplex,Lekki,Lagos,85000000,rent
5,5,4,4,Detached Duplex,Lekki,Lagos,65000000,rent
3,4,4,2,Detached Duplex,Ikorodu,Lagos,23000000,rent
5,5,6,7,Detached Duplex,Lekki,Lagos,45000000,rent
4,5,6,4,Detached Duplex,Katampe,Abuja,200000000,sale
4,4,4,2,Detached Duplex,Ipaja,Lagos,25000000,rent
4,5,6,4,Detached Duplex,Lekki,Lagos,70000000,rent
3,4,5,3,Terraced Duplexes,Lekki,Lagos,40000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,67000000,rent
4,5,5,3,Terraced Duplexes,Wuye,Abuja,60000000,rent
4,5,5,4,Block of Flats,Yaba,Lagos,25000000,rent
4,6,6,3,Semi Detached Duplex,Lekki,Lagos,53000000,rent
4,5,5,3,Terraced Duplexes,Asokoro District,Abuja,55000000,rent
5,5,6,7,Detached Duplex,Ajah,Lagos,130000000,rent
4,4,5,5,Semi Detached Duplex,Ajah,Lagos,65000000,rent
3,3,4,3,Terraced Duplexes,Lekki,Lagos,48000000,rent
3,3,4,3,Terraced Duplexes,Lekki,Lagos,28000000,rent
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,40000000,rent
5,5,7,5,Detached Duplex,Lekki,Lagos,165000000,sale
5,5,6,5,Detached Duplex,Lekki,Lagos,220000000,sale
4,5,5,4,Terraced Duplexes,Gwarinpa,Abuja,50000000,rent
4,6,5,4,Terraced Duplexes,Jabi,Abuja,100000000,rent
5,5,5,4,Detached Duplex,Life Camp,Abuja,90000000,rent
3,5,4,4,Block of Flats,Lekki,Lagos,48000000,rent
5,5,6,2,Detached Duplex,Lekki,Lagos,105000000,rent
4,4,4,4,Detached Bungalow,Ibeju Lekki,Lagos,45000000,rent
4,5,5,8,Detached Duplex,Gwarinpa,Abuja,180000000,sale
4,4,5,4,Terraced Duplexes,Lekki,Lagos,76000000,rent
6,6,7,5,Detached Duplex,Galadimawa,Abuja,120000000,rent
4,4,5,4,Detached Duplex,Ibeju Lekki,Lagos,115000000,rent
6,6,7,5,Detached Duplex,Dape,Abuja,100000000,rent
4,4,5,5,Detached Duplex,Lokogoma District,Abuja,75000000,rent
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,62000000,rent
3,3,4,4,Terraced Duplexes,Wuse 2,Abuja,150000000,sale
6,6,6,6,Detached Duplex,Apo,Abuja,120000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,67500000,rent
5,6,7,5,Detached Duplex,Ajah,Lagos,74000000,rent
5,5,6,4,Detached Duplex,Amuwo Odofin,Lagos,125000000,rent
5,5,6,4,Semi Detached Duplex,Ikeja,Lagos,105000000,rent
5,6,7,6,Detached Duplex,Lekki,Lagos,135000000,rent
3,3,4,4,Terraced Duplexes,Galadimawa,Abuja,30000000,rent
4,4,5,4,Semi Detached Duplex,Wuye,Abuja,160000000,sale
4,4,5,3,Detached Duplex,Ajah,Lagos,50000000,rent
4,5,4,4,Detached Duplex,Ajah,Lagos,75000000,rent
4,4,6,4,Terraced Duplexes,Wuye,Abuja,67000000,rent
6,6,7,1,Detached Duplex,Lekki,Lagos,145000000,rent
4,4,5,6,Detached Bungalow,Mbora (Nbora),Abuja,70000000,rent
4,4,5,4,Terraced Duplexes,Lekki,Lagos,100000000,rent
5,5,6,8,Detached Duplex,Lekki,Lagos,99000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,185000000,sale
4,5,5,8,Detached Duplex,Gwarinpa,Abuja,80000000,rent
4,4,5,3,Terraced Duplexes,Lokogoma District,Abuja,32000000,rent
4,5,5,1,Detached Bungalow,Kafe,Abuja,45000000,rent
4,5,5,2,Terraced Duplexes,Ikoyi,Lagos,235000000,sale
5,5,5,4,Detached Duplex,Ajah,Lagos,72000000,rent
6,6,7,5,Detached Duplex,Lekki,Lagos,140000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,220000000,sale
3,3,4,7,Terraced Duplexes,Lokogoma District,Abuja,33000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,83000000,rent
3,3,4,2,Detached Duplex,Ibeju Lekki,Lagos,30000000,rent
6,6,7,8,Detached Duplex,Lekki,Lagos,190000000,sale
3,3,4,2,Semi Detached Bungalow,Ajah,Lagos,35000000,rent
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,90000000,rent
6,5,7,4,Detached Duplex,Magodo,Lagos,155000000,sale
6,6,7,4,Detached Duplex,Lekki,Lagos,91000000,rent
3,5,5,4,Block of Flats,Agege,Lagos,45000000,rent
6,6,7,3,Detached Duplex,Gwarinpa,Abuja,250000000,sale
4,4,5,2,Detached Duplex,Lekki,Lagos,77000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,58000000,rent
4,4,5,6,Semi Detached Duplex,Ikoyi,Lagos,250000000,sale
4,4,5,3,Semi Detached Duplex,Life Camp,Abuja,50000000,rent
3,4,5,4,Terraced Duplexes,Jahi,Abuja,60000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,126000000,rent
4,4,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,95000000,rent
4,4,5,4,Detached Duplex,Katampe,Abuja,200000000,sale
5,5,6,5,Detached Duplex,Ikeja,Lagos,170000000,sale
5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos,60000000,rent
4,5,5,6,Terraced Duplexes,Katampe,Abuja,80000000,rent
4,4,5,1,Semi Detached Duplex,Lekki,Lagos,190000000,sale
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,80000000,rent
5,6,7,5,Detached Duplex,Lekki,Lagos,146000000,rent
4,4,5,4,Terraced Duplexes,Wuye,Abuja,56000000,rent
4,4,5,3,Terraced Duplexes,Gaduwa,Abuja,55000000,rent
3,3,4,5,Semi Detached Duplex,Gwarinpa,Abuja,26000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,102000000,rent
4,5,5,4,Detached Bungalow,Ikeja,Lagos,160000000,sale
4,4,5,7,Detached Duplex,Kaura,Abuja,160000000,sale
5,5,6,5,Detached Duplex,Ojodu,Lagos,130000000,rent
4,4,5,4,Terraced Duplexes,Ikeja,Lagos,185000000,sale
4,4,5,2,Terraced Duplexes,Karsana,Abuja,27000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,275000000,sale
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,29500000,rent
3,4,4,5,Detached Bungalow,Ajah,Lagos,34000000,rent
6,6,7,6,Detached Duplex,Karsana,Abuja,170000000,sale
4,5,5,1,Detached Bungalow,Ajah,Lagos,61000000,rent
4,4,4,4,Detached Duplex,Ejigbo,Lagos,15000000,rent
4,4,5,4,Semi Detached Duplex,Life Camp,Abuja,100000000,rent
5,5,5,4,Detached Duplex,Ibeju Lekki,Lagos,107000000,rent
5,6,6,6,Detached Duplex,Maryland,Lagos,90000000,rent
4,4,5,3,Terraced Duplexes,Yaba,Lagos,55000000,rent
5,5,6,1,Detached Duplex,Asokoro District,Abuja,160000000,sale
4,4,5,4,Detached Duplex,Apo,Abuja,100000000,rent
3,3,4,2,Terraced Duplexes,Lekki,Lagos,85000000,rent
3,3,4,3,Semi Detached Bungalow,Ibeju Lekki,Lagos,20900000,rent
3,4,4,4,Detached Bungalow,Lugbe District,Abuja,26500000,rent
4,5,6,5,Detached Duplex,Lekki,Lagos,90000000,rent
3,5,5,4,Detached Duplex,Lekki,Lagos,130000000,rent
4,6,6,3,Semi Detached Duplex,Lekki,Lagos,75000000,rent
5,6,7,8,Detached Duplex,Ajah,Lagos,150000000,sale
5,5,5,3,Detached Duplex,Ajah,Lagos,45000000,rent
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,74000000,rent
5,6,6,4,Semi Detached Duplex,Lekki,Lagos,160000000,sale
4,4,5,6,Terraced Duplexes,Guzape District,Abuja,65000000,rent
4,5,4,4,Semi Detached Duplex,Gwarinpa,Abuja,100000000,rent
5,5,6,4,Terraced Duplexes,Lekki,Lagos,110000000,rent
4,4,4,4,Semi Detached Duplex,Bwari,Abuja,25000000,rent
4,5,5,4,Terraced Duplexes,Kado,Abuja,105000000,rent
4,4,4,4,Detached Duplex,Ajah,Lagos,120000000,rent
6,6,4,6,Detached Bungalow,Surulere,Lagos,80000000,rent
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,70000000,rent
4,4,5,4,Semi Detached Duplex,Guzape District,Abuja,80000000,rent
4,5,5,4,Detached Duplex,Ikeja,Lagos,120000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,250000000,sale
5,5,5,4,Detached Duplex,Ikeja,Lagos,110000000,rent
4,5,6,4,Terraced Duplexes,Victoria Island (Vi),Lagos,145000000,rent
4,5,5,3,Detached Duplex,Lekki,Lagos,82000000,rent
5,6,6,2,Detached Duplex,Lekki,Lagos,150000000,sale
3,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,13000000,rent
5,5,6,2,Detached Duplex,Lekki,Lagos,106000000,rent
3,3,4,7,Detached Bungalow,Lugbe District,Abuja,42000000,rent
3,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,24000000,rent
4,4,5,1,Semi Detached Duplex,Asokoro District,Abuja,80000000,rent
3,3,4,2,Terraced Duplexes,Life Camp,Abuja,55000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,99000000,rent
3,5,5,4,Detached Bungalow,Gwarinpa,Abuja,70000000,rent
4,5,5,4,Detached Bungalow,Idu Industrial,Abuja,25000000,rent
3,3,4,2,Semi Detached Bungalow,Lekki,Lagos,18500000,rent
4,4,5,4,Detached Duplex,Ikeja,Lagos,80000000,rent
5,5,6,7,Detached Duplex,Ibeju Lekki,Lagos,58000000,rent
3,3,4,4,Detached Bungalow,Lekki,Lagos,30000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,160000000,sale
4,4,5,1,Terraced Duplexes,Lekki,Lagos,90000000,rent
3,3,4,3,Semi Detached Duplex,Lekki,Lagos,35000000,rent
5,5,5,4,Detached Duplex,Ogudu,Lagos,80000000,rent
3,4,4,3,Detached Bungalow,Ibeju Lekki,Lagos,25000000,rent
4,6,5,6,Detached Duplex,Lekki,Lagos,75000000,rent
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,170000000,sale
5,5,6,4,Semi Detached Duplex,Katampe,Abuja,200000000,sale
4,4,5,3,Terraced Bungalow,Ajah,Lagos,38000000,rent
5,6,6,5,Detached Duplex,Magodo,Lagos,170000000,sale
5,5,5,4,Detached Duplex,Mbora (Nbora),Abuja,50000000,rent
5,5,5,4,Detached Duplex,Jahi,Abuja,170000000,sale
4,4,4,4,Detached Duplex,Magodo,Lagos,140000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,57000000,rent
5,5,6,3,Detached Duplex,Ogudu,Lagos,60000000,rent
5,5,5,4,Detached Bungalow,Gudu,Abuja,59000000,rent
4,4,5,4,Terraced Bungalow,Lekki,Lagos,90000000,rent
5,6,7,7,Detached Duplex,Lekki,Lagos,200000000,sale
4,6,5,4,Terraced Duplexes,Ikoyi,Lagos,150000000,sale
5,5,6,4,Detached Duplex,Isheri North,Lagos,70000000,rent
6,6,7,7,Detached Duplex,Lekki,Lagos,155000000,sale
6,3,4,4,Detached Duplex,Isheri North,Lagos,150000000,sale
5,5,5,3,Detached Duplex,Lekki,Lagos,125000000,rent
3,5,5,4,Block of Flats,Maryland,Lagos,90000000,rent
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,26000000,rent
4,4,5,6,Detached Duplex,Lekki,Lagos,150000000,sale
4,5,6,1,Detached Duplex,Lokogoma District,Abuja,70000000,rent
3,5,4,3,Terraced Duplexes,Lekki,Lagos,100000000,rent
3,4,4,1,Block of Flats,Lekki,Lagos,40000000,rent
4,4,4,4,Detached Duplex,Ajah,Lagos,55000000,rent
4,4,5,4,Detached Duplex,Durumi,Abuja,145000000,rent
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,70000000,rent
3,3,4,4,Semi Detached Bungalow,Gaduwa,Abuja,27000000,rent
6,6,7,4,Detached Duplex,Lekki,Lagos,120000000,rent
4,5,5,4,Semi Detached Duplex,Ikeja,Lagos,100000000,rent
4,4,5,4,Semi Detached Duplex,Ogudu,Lagos,125000000,rent
4,5,5,2,Terraced Duplexes,Wuye,Abuja,75000000,rent
4,5,6,4,Detached Bungalow,Ajah,Lagos,35000000,rent
3,3,4,4,Block of Flats,Jahi,Abuja,35000000,rent
5,5,6,5,Semi Detached Duplex,Durumi,Abuja,150000000,sale
5,6,6,4,Semi Detached Duplex,Lekki,Lagos,140000000,rent
5,4,4,4,Detached Bungalow,Ikorodu,Lagos,13500000,rent
4,4,5,7,Detached Duplex,Duboyi,Abuja,120000000,rent
4,4,4,4,Detached Bungalow,Lekki,Lagos,65000000,rent
3,3,5,2,Detached Duplex,Ipaja,Lagos,28000000,rent
4,4,5,5,Semi Detached Duplex,Isheri North,Lagos,58000000,rent
3,4,4,4,Detached Bungalow,Kubwa,Abuja,30000000,rent
5,5,6,8,Detached Duplex,Gaduwa,Abuja,90000000,rent
3,3,4,2,Block of Flats,Gaduwa,Abuja,27000000,rent
4,6,7,4,Detached Duplex,Lekki,Lagos,75000000,rent
4,4,5,4,Block of Flats,Victoria Island (Vi),Lagos,210000000,sale
4,4,5,5,Terraced Duplexes,Lekki,Lagos,90000000,rent
5,5,6,4,Detached Duplex,Guzape District,Abuja,150000000,sale
4,4,5,4,Semi Detached Duplex,Wuye,Abuja,120000000,rent
4,4,4,7,Detached Bungalow,Gwarinpa,Abuja,35000000,rent
5,5,6,4,Detached Duplex,Isheri North,Lagos,40000000,rent
6,6,7,8,Detached Duplex,Lekki,Lagos,200000000,sale
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,48000000,rent
5,5,6,3,Detached Duplex,Ajah,Lagos,120000000,rent
4,5,5,4,Detached Duplex,Diplomatic Zones,Abuja,250000000,sale
6,4,4,2,Detached Bungalow,Surulere,Lagos,65000000,rent
4,4,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,155000000,sale
4,4,5,8,Detached Duplex,Gwarinpa,Abuja,185000000,sale
4,4,5,3,Detached Duplex,Ikeja,Lagos,150000000,sale
3,3,4,4,Block of Flats,Lekki,Lagos,68000000,rent
5,5,5,1,Semi Detached Duplex,Lekki,Lagos,120000000,rent
4,4,5,2,Terraced Duplexes,Ajah,Lagos,40500000,rent
3,3,4,5,Terraced Duplexes,Lekki,Lagos,60000000,rent
5,5,5,5,Semi Detached Duplex,Wuse 2,Abuja,170000000,sale
5,6,6,5,Detached Duplex,Lekki,Lagos,125000000,rent
5,5,5,4,Terraced Duplexes,Lekki,Lagos,130000000,rent
5,5,6,8,Detached Duplex,Lekki,Lagos,125000000,rent
3,5,5,4,Block of Flats,Yaba,Lagos,45000000,rent
4,5,6,6,Semi Detached Duplex,Wuye,Abuja,150000000,sale
5,5,5,4,Detached Duplex,Mabushi,Abuja,190000000,sale
4,5,5,4,Detached Duplex,Lugbe District,Abuja,47000000,rent
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,35000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,197000000,sale
4,5,5,8,Detached Duplex,Lekki,Lagos,220000000,sale
5,5,6,1,Detached Duplex,Magodo,Lagos,170000000,sale
6,6,6,4,Detached Duplex,Isolo,Lagos,150000000,sale
4,4,5,4,Semi Detached Duplex,Lugbe District,Abuja,65000000,rent
4,5,5,1,Detached Duplex,Lokogoma District,Abuja,47000000,rent
6,6,7,1,Detached Duplex,Jahi,Abuja,250000000,sale
5,5,6,4,Semi Detached Duplex,Victoria Island (Vi),Lagos,135000000,rent
3,3,4,6,Detached Bungalow,Lokogoma District,Abuja,26000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,145000000,rent
5,5,5,8,Detached Duplex,Lekki,Lagos,75000000,rent
4,5,5,6,Detached Duplex,Isheri North,Lagos,70000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,49000000,rent
5,5,5,4,Detached Duplex,Ikoyi,Lagos,130000000,rent
4,5,5,3,Terraced Duplexes,Kubwa,Abuja,39000000,rent
4,5,5,4,Block of Flats,Wuse,Abuja,220000000,sale
3,4,4,4,Detached Bungalow,Lokogoma District,Abuja,30000000,rent
5,5,6,1,Detached Duplex,Lekki,Lagos,98000000,rent
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,85000000,rent
5,5,5,4,Detached Duplex,Ikorodu,Lagos,50000000,rent
3,3,4,3,Block of Flats,Ajah,Lagos,30000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,230000000,sale
5,5,5,8,Detached Duplex,Lekki,Lagos,170000000,sale
5,4,6,5,Detached Duplex,Lekki,Lagos,125000000,rent
3,3,4,2,Block of Flats,Ajah,Lagos,24700000,rent
5,5,6,6,Detached Duplex,Ikeja,Lagos,170000000,sale
5,4,5,3,Terraced Duplexes,Lekki,Lagos,65000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,145000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,115000000,rent
3,4,4,4,Detached Bungalow,Ajah,Lagos,50000000,rent
4,6,6,4,Semi Detached Duplex,Lekki,Lagos,75000000,rent
5,5,5,4,Semi Detached Duplex,Apo,Abuja,65000000,rent
5,5,6,6,Detached Duplex,Ikeja,Lagos,220000000,sale
4,4,5,1,Detached Duplex,Apo,Abuja,53000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,43000000,rent
4,5,6,6,Semi Detached Duplex,Katampe,Abuja,120000000,rent
3,4,4,4,Terraced Duplexes,Ajah,Lagos,65000000,rent
6,6,7,6,Detached Duplex,Lekki,Lagos,76000000,rent
4,3,4,2,Terraced Duplexes,Lekki,Lagos,110000000,rent
5,5,5,4,Semi Detached Duplex,Lekki,Lagos,125000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,30000000,rent
4,4,5,6,Detached Duplex,Lekki,Lagos,260000000,sale
5,6,6,4,Detached Duplex,Gwarinpa,Abuja,80000000,rent
4,5,5,4,Terraced Duplexes,Jahi,Abuja,59000000,rent
5,5,6,4,Semi Detached Bungalow,Ajah,Lagos,70000000,rent
3,5,5,4,Terraced Duplexes,Ajah,Lagos,47000000,rent
4,4,4,5,Detached Duplex,Alimosho,Lagos,70000000,rent
5,5,5,5,Detached Bungalow,Ipaja,Lagos,35000000,rent
5,5,6,8,Detached Duplex,Ikotun,Lagos,65000000,rent
3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos,16000000,rent
4,5,5,4,Terraced Duplexes,Gwarinpa,Abuja,75000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,90000000,rent
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,38000000,rent
5,4,5,5,Detached Duplex,Ajah,Lagos,60000000,rent
4,4,5,1,Detached Bungalow,Alimosho,Lagos,30000000,rent
4,4,5,4,Detached Duplex,Lugbe District,Abuja,75000000,rent
5,5,6,4,Detached Duplex,Victoria Island (Vi),Lagos,220000000,sale
4,4,5,4,Detached Duplex,Ibeju Lekki,Lagos,32000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,117000000,rent
4,4,5,4,Detached Duplex,Victoria Island (Vi),Lagos,160000000,sale
5,6,7,5,Detached Duplex,Ajah,Lagos,97000000,rent
3,4,4,1,Detached Bungalow,Ajah,Lagos,22000000,rent
6,6,7,5,Detached Duplex,Lekki,Lagos,110000000,rent
6,5,7,5,Detached Duplex,Lekki,Lagos,140000000,rent
4,6,6,4,Detached Duplex,Lekki,Lagos,130000000,rent
5,5,5,4,Detached Duplex,Ikeja,Lagos,50000000,rent
3,3,4,3,Terraced Duplexes,Wuye,Abuja,65000000,rent
3,3,4,4,Detached Bungalow,Ajah,Lagos,34000000,rent
4,4,4,2,Detached Bungalow,Life Camp,Abuja,150000000,sale
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,68000000,rent
4,4,5,8,Detached Duplex,Ikorodu,Lagos,22000000,rent
5,6,6,4,Terraced Bungalow,Victoria Island (Vi),Lagos,135000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,85000000,rent
4,5,4,4,Detached Duplex,Ajah,Lagos,42000000,rent
5,5,6,4,Semi Detached Duplex,Ibeju Lekki,Lagos,65000000,rent
4,5,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,150000000,sale
5,5,5,4,Detached Duplex,Yaba,Lagos,55000000,rent
6,6,6,2,Detached Duplex,Karu,Abuja,80000000,rent
3,5,4,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,18000000,rent
3,4,4,2,Block of Flats,Yaba,Lagos,40000000,rent
4,4,5,4,Detached Duplex,Ikeja,Lagos,160000000,sale
5,6,6,4,Detached Duplex,Lekki,Lagos,73000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,47000000,rent
4,5,6,2,Terraced Duplexes,Lekki,Lagos,60000000,rent
5,6,6,7,Terraced Duplexes,Mabushi,Abuja,150000000,sale
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,38000000,rent
5,5,6,6,Detached Duplex,Magodo,Lagos,260000000,sale
4,4,5,5,Detached Duplex,Lekki,Lagos,60000000,rent
5,6,6,4,Detached Duplex,Ajah,Lagos,100000000,rent
6,6,6,8,Detached Duplex,Ikotun,Lagos,40000000,rent
4,4,4,4,Semi Detached Duplex,Ikoyi,Lagos,260000000,sale
