bedrooms,bathrooms,toilets,parking_space,title,town,state,price,listing_type
3,5,5,4,Block of Flats,Lekki,Lagos,21000000,rent
5,5,6,4,Detached Duplex,Katampe,Abuja,200000000,sale
4,4,5,3,Terraced Duplexes,Lekki,Lagos,135000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,105000000,rent
4,5,5,4,Block of Flats,Isolo,Lagos,45000000,rent
3,3,4,4,Terraced Duplexes,Ajah,Lagos,55000000,rent
5,4,5,6,Detached Duplex,Lekki,Lagos,70000000,rent
4,5,5,3,Terraced Duplexes,Lekki,Lagos,160000000,sale
4,4,5,4,Detached Bungalow,Ajah,Lagos,40000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,250000000,sale
4,5,6,3,Terraced Duplexes,Victoria Island (Vi),Lagos,130000000,rent
3,4,4,4,Block of Flats,Lekki,Lagos,80000000,rent
3,3,4,3,Semi Detached Duplex,Isheri North,Lagos,35000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,145000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,50000000,rent
4,4,5,3,Terraced Duplexes,Durumi,Abuja,60000000,rent
3,3,4,2,Block of Flats,Ikoyi,Lagos,85000000,rent
5,6,6,8,Detached Duplex,Ikeja,Lagos,120000000,rent
3,3,4,3,Terraced Duplexes,Kubwa,Abuja,33900000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,270000000,sale
4,5,5,3,Detached Duplex,Lekki,Lagos,145000000,rent
4,4,5,6,Semi Detached Duplex,Dakibiyu,Abuja,70000000,rent
6,6,7,6,Detached Duplex,Magodo,Lagos,80000000,rent
5,5,5,4,Detached Duplex,Lokogoma District,Abuja,190000000,sale
4,4,5,4,Detached Duplex,Lekki,Lagos,45000000,rent
6,6,7,4,Detached Duplex,Lekki,Lagos,165000000,sale
4,5,5,4,Terraced Duplexes,Lekki,Lagos,95000000,rent
5,5,7,6,Detached Duplex,Lekki,Lagos,200000000,sale
5,4,5,4,Detached Duplex,Ajah,Lagos,70000000,rent
5,6,7,5,Detached Duplex,Lekki,Lagos,275000000,sale
4,4,5,7,Detached Duplex,Ibeju Lekki,Lagos,65000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,100000000,rent
3,3,4,4,Detached Bungalow,Ajah,Lagos,42000000,rent
4,5,5,4,Block of Flats,Ikoyi,Lagos,220000000,sale
4,5,5,4,Semi Detached Duplex,Karmo,Abuja,38000000,rent
5,5,7,6,Detached Duplex,Lekki,Lagos,270000000,sale
4,6,6,3,Terraced Duplexes,Victoria Island (Vi),Lagos,145000000,rent
4,4,4,1,Detached Duplex,Lekki,Lagos,230000000,sale
4,4,5,3,Detached Bungalow,Ibeju Lekki,Lagos,35000000,rent
3,3,4,3,Block of Flats,Jahi,Abuja,50000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,150000000,sale
3,3,4,4,Detached Duplex,Ikeja,Lagos,130000000,rent
6,6,7,4,Detached Duplex,Kado,Abuja,210000000,sale
5,5,5,4,Detached Duplex,Lekki,Lagos,65000000,rent
4,5,5,4,Detached Bungalow,Ipaja,Lagos,45000000,rent
4,4,5,1,Terraced Duplexes,Jahi,Abuja,60000000,rent
4,5,6,5,Semi Detached Duplex,Ajah,Lagos,47000000,rent
3,4,4,4,Detached Bungalow,Ajah,Lagos,25000000,rent
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,120000000,rent
6,6,7,7,Detached Duplex,Isheri North,Lagos,140000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,120000000,rent
5,5,6,5,Semi Detached Duplex,Wuye,Abuja,80000000,rent
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,220000000,sale
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,87000000,rent
5,5,6,4,Semi Detached Bungalow,Ikoyi,Lagos,270000000,sale
4,4,5,3,Terraced Duplexes,Lekki,Lagos,45000000,rent
5,6,6,1,Detached Duplex,Ikeja,Lagos,160000000,sale
4,5,5,5,Semi Detached Duplex,Lekki,Lagos,58000000,rent
5,5,5,4,Detached Duplex,Gaduwa,Abuja,180000000,sale
3,5,5,4,Block of Flats,Ikeja,Lagos,75000000,rent
5,6,6,1,Detached Duplex,Ikorodu,Lagos,28000000,rent
4,5,6,4,Semi Detached Duplex,Jabi,Abuja,100000000,rent
5,5,5,1,Detached Duplex,Lekki,Lagos,90000000,rent
4,5,5,3,Terraced Duplexes,Lekki,Lagos,95000000,rent
4,4,5,8,Detached Duplex,Lekki,Lagos,85000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,140000000,rent
5,6,7,5,Detached Duplex,Ajah,Lagos,90000000,rent
4,5,6,5,Semi Detached Duplex,Ikeja,Lagos,65000000,rent
5,5,7,1,Detached Duplex,Guzape District,Abuja,250000000,sale
5,5,6,4,Detached Duplex,Ikeja,Lagos,65000000,rent
5,5,6,6,Detached Duplex,Ajah,Lagos,135000000,rent
5,5,6,5,Detached Duplex,Magodo,Lagos,175000000,sale
4,5,5,1,Detached Duplex,Guzape District,Abuja,250000000,sale
3,3,4,5,Detached Bungalow,Ajah,Lagos,25000000,rent
5,5,6,4,Terraced Duplexes,Lekki,Lagos,260000000,sale
4,4,5,4,Semi Detached Duplex,Ilupeju,Lagos,100000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,140000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,200000000,sale
5,5,6,8,Detached Duplex,Lekki,Lagos,75000000,rent
3,4,4,4,Detached Bungalow,Kuje,Abuja,11000000,rent
4,5,5,4,Terraced Duplexes,Lekki,Lagos,135000000,rent
4,5,6,4,Detached Duplex,Ajah,Lagos,70000000,rent
4,4,5,4,Detached Duplex,Gbagada,Lagos,70000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,49000000,rent
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,80000000,rent
4,5,5,2,Detached Duplex,Lekki,Lagos,60000000,rent
4,4,5,3,Semi Detached Duplex,Magodo,Lagos,100000000,rent
4,4,5,3,Terraced Duplexes,Lekki,Lagos,56000000,rent
3,5,5,4,Detached Duplex,Ejigbo,Lagos,22000000,rent
5,5,7,4,Terraced Duplexes,Jahi,Abuja,155000000,sale
4,6,7,6,Detached Duplex,Gwarinpa,Abuja,90000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,165000000,sale
5,5,5,8,Detached Duplex,Ikeja,Lagos,130000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,220000000,sale
5,5,5,4,Detached Duplex,Ajah,Lagos,85000000,rent
4,5,5,4,Semi Detached Duplex,Surulere,Lagos,250000000,sale
4,6,5,3,Terraced Duplexes,Victoria Island (Vi),Lagos,125000000,rent
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,75000000,rent
4,5,5,2,Terraced Duplexes,Lekki,Lagos,54000000,rent
6,6,7,5,Detached Duplex,Ikeja,Lagos,180000000,sale
6,6,6,6,Detached Duplex,Isheri North,Lagos,157000000,sale
5,5,6,5,Detached Duplex,Ibeju Lekki,Lagos,150000000,sale
4,5,5,3,Semi Detached Duplex,Lekki,Lagos,60000000,rent
3,3,4,4,Detached Bungalow,Ajah,Lagos,19000000,rent
4,4,5,4,Detached Duplex,Gwarinpa,Abuja,50000000,rent
5,5,6,5,Semi Detached Duplex,Maitama District,Abuja,125000000,rent
3,3,4,5,Detached Bungalow,Alimosho,Lagos,17000000,rent
4,4,5,6,Detached Bungalow,Ajah,Lagos,70000000,rent
4,4,5,4,Semi Detached Duplex,Lokogoma District,Abuja,55000000,rent
5,6,6,3,Detached Bungalow,Ajah,Lagos,75000000,rent
4,4,5,4,Detached Bungalow,Lekki,Lagos,30000000,rent
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,65000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,84000000,rent
3,3,4,4,Terraced Duplexes,Lekki,Lagos,33000000,rent
5,5,6,4,Semi Detached Duplex,Mbora (Nbora),Abuja,120000000,rent
5,5,6,1,Detached Duplex,Utako,Abuja,220000000,sale
4,6,5,1,Terraced Duplexes,Katampe,Abuja,45000000,rent
5,5,5,4,Terraced Duplexes,Lekki,Lagos,120000000,rent
4,4,4,3,Detached Duplex,Lekki,Lagos,75000000,rent
5,4,6,7,Detached Bungalow,Ibeju Lekki,Lagos,35000000,rent
5,4,4,4,Detached Duplex,Yaba,Lagos,86000000,rent
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,200000000,sale
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,130000000,rent
4,4,4,8,Detached Duplex,Ikeja,Lagos,85000000,rent
5,5,7,6,Detached Bungalow,Lekki,Lagos,270000000,sale
5,5,6,4,Detached Duplex,Wuye,Abuja,140000000,rent
5,6,6,4,Semi Detached Duplex,Ikoyi,Lagos,220000000,sale
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,60000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,60000000,rent
4,4,5,6,Detached Duplex,Magodo,Lagos,120000000,rent
5,6,6,4,Terraced Duplexes,Wuye,Abuja,85000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,130000000,rent
4,4,5,4,Detached Bungalow,Ojodu,Lagos,20000000,rent
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,44000000,rent
4,5,5,3,Terraced Duplexes,Lekki,Lagos,67000000,rent
5,5,5,4,Detached Duplex,Ajah,Lagos,140000000,rent
5,6,6,5,Terraced Duplexes,Victoria Island (Vi),Lagos,96000000,rent
4,4,5,6,Detached Duplex,Ibeju Lekki,Lagos,68000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,77000000,rent
5,6,6,6,Detached Duplex,Ajah,Lagos,90000000,rent
3,3,4,3,Block of Flats,Wuye,Abuja,55000000,rent
4,5,5,3,Detached Duplex,Lekki,Lagos,95000000,rent
5,6,6,2,Detached Duplex,Apo,Abuja,155000000,sale
5,5,6,4,Semi Detached Duplex,Katampe,Abuja,80000000,rent
4,4,4,6,Detached Duplex,Lekki,Lagos,90000000,rent
5,5,5,4,Semi Detached Duplex,Life Camp,Abuja,45000000,rent
4,5,5,6,Detached Duplex,Lekki,Lagos,82000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,130000000,rent
4,4,5,3,Semi Detached Duplex,Gbagada,Lagos,50000000,rent
4,4,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,160000000,sale
5,5,5,4,Detached Duplex,Surulere,Lagos,90000000,rent
3,3,4,3,Terraced Duplexes,Lekki,Lagos,62000000,rent
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,80000000,rent
4,4,4,2,Semi Detached Duplex,Lekki,Lagos,65000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,62000000,rent
4,4,5,1,Terraced Bungalow,Ajah,Lagos,50000000,rent
4,4,5,2,Terraced Duplexes,Ikoyi,Lagos,110000000,rent
4,4,5,7,Detached Duplex,Ajah,Lagos,120000000,rent
3,3,4,4,Terraced Bungalow,Lekki,Lagos,31000000,rent
5,5,7,4,Detached Duplex,Magodo,Lagos,210000000,sale
5,5,5,4,Detached Duplex,Ajah,Lagos,90000000,rent
4,4,5,2,Terraced Duplexes,Guzape District,Abuja,90000000,rent
4,5,5,5,Terraced Duplexes,Kagini,Abuja,25000000,rent
3,3,4,3,Terraced Duplexes,Lekki,Lagos,110000000,rent
5,5,7,4,Detached Duplex,Ikeja,Lagos,250000000,sale
4,4,4,4,Detached Bungalow,Ikeja,Lagos,160000000,sale
4,5,6,5,Semi Detached Duplex,Lekki,Lagos,75000000,rent
5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos,55000000,rent
4,4,5,4,Detached Duplex,Galadimawa,Abuja,90000000,rent
5,5,5,4,Detached Duplex,Lugbe District,Abuja,40000000,rent
4,5,5,4,Terraced Duplexes,Lekki,Lagos,125000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,40000000,rent
4,4,5,4,Detached Duplex,Magodo,Lagos,230000000,sale
3,4,4,4,Detached Bungalow,Wuye,Abuja,45000000,rent
4,5,5,4,Detached Duplex,Ikoyi,Lagos,190000000,sale
4,4,5,3,Terraced Duplexes,Lekki,Lagos,58000000,rent
6,6,7,7,Detached Duplex,Isheri North,Lagos,155000000,sale
4,4,5,4,Detached Duplex,Alimosho,Lagos,35000000,rent
4,5,6,4,Detached Duplex,Lekki,Lagos,55000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,180000000,sale
4,5,5,4,Semi Detached Duplex,Ikeja,Lagos,150000000,sale
5,6,5,5,Detached Duplex,Lekki,Lagos,200000000,sale
3,3,4,3,Terraced Duplexes,Ibeju Lekki,Lagos,19800000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,49000000,rent
5,6,7,5,Semi Detached Duplex,Isheri North,Lagos,80000000,rent
6,6,7,6,Detached Duplex,Lekki,Lagos,275000000,sale
5,4,4,4,Semi Detached Duplex,Lekki,Lagos,44000000,rent
3,3,4,6,Detached Bungalow,Gaduwa,Abuja,45000000,rent
5,5,5,4,Detached Duplex,Ikeja,Lagos,260000000,sale
5,5,6,1,Detached Duplex,Ikorodu,Lagos,95000000,rent
4,4,5,3,Terraced Duplexes,Lugbe District,Abuja,41000000,rent
3,3,4,2,Terraced Duplexes,Victoria Island (Vi),Lagos,130000000,rent
5,5,5,6,Detached Duplex,Ajah,Lagos,60000000,rent
3,5,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,185000000,sale
5,5,6,8,Detached Duplex,Ikeja,Lagos,250000000,sale
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,150000000,sale
4,4,5,4,Detached Duplex,Magodo,Lagos,80000000,rent
5,5,5,4,Terraced Duplexes,Lekki,Lagos,135000000,rent
4,4,4,3,Detached Duplex,Lekki,Lagos,130000000,rent
3,3,4,2,Block of Flats,Karmo,Abuja,28000000,rent
4,4,5,8,Detached Duplex,Lekki,Lagos,190000000,sale
4,5,5,4,Detached Duplex,Guzape District,Abuja,125000000,rent
4,4,5,5,Terraced Duplexes,Ajah,Lagos,27000000,rent
6,6,7,6,Detached Duplex,Magodo,Lagos,160000000,sale
5,6,5,3,Semi Detached Duplex,Lekki,Lagos,145000000,rent
3,3,4,4,Detached Bungalow,Ikorodu,Lagos,70000000,rent
3,3,4,2,Block of Flats,Ikoyi,Lagos,100000000,rent
3,3,4,4,Detached Bungalow,Ojodu,Lagos,24000000,rent
3,3,4,5,Detached Bungalow,Lekki,Lagos,34000000,rent
3,3,4,4,Semi Detached Duplex,Gbagada,Lagos,40000000,rent
4,4,5,3,Terraced Duplexes,Ajah,Lagos,50000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,190000000,sale
4,4,5,5,Detached Duplex,Magodo,Lagos,140000000,rent
5,5,6,2,Detached Duplex,Ibeju Lekki,Lagos,140000000,rent
5,5,6,6,Detached Duplex,Ajah,Lagos,60000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,64000000,rent
3,3,4,4,Detached Bungalow,Ojodu,Lagos,20000000,rent
4,5,5,5,Semi Detached Duplex,Lekki,Lagos,135000000,rent
5,5,5,4,Semi Detached Duplex,Maryland,Lagos,95000000,rent
3,4,4,2,Block of Flats,Ajah,Lagos,34900000,rent
4,4,5,3,Detached Duplex,Lekki,Lagos,78000000,rent
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,70000000,rent
6,5,5,4,Detached Duplex,Surulere,Lagos,50000000,rent
4,5,5,3,Terraced Duplexes,Lekki,Lagos,62000000,rent
3,3,4,3,Terraced Duplexes,Isheri North,Lagos,35000000,rent
5,5,7,8,Detached Duplex,Lekki,Lagos,125000000,rent
3,4,5,4,Terraced Duplexes,Lekki,Lagos,36000000,rent
4,5,5,4,Semi Detached Duplex,Garki,Abuja,200000000,sale
3,5,4,4,Semi Detached Duplex,Ibeju Lekki,Lagos,30000000,rent
5,5,6,4,Detached Duplex,Ikeja,Lagos,197000000,sale
6,6,6,8,Detached Duplex,Isheri North,Lagos,150000000,sale
4,5,5,4,Terraced Duplexes,Lekki,Lagos,115000000,rent
4,5,5,4,Detached Duplex,Lekki,Lagos,250000000,sale
5,5,6,4,Detached Duplex,Yaba,Lagos,90000000,rent
4,4,5,2,Terraced Duplexes,Dakwo,Abuja,32000000,rent
4,4,6,4,Detached Duplex,Lekki,Lagos,75000000,rent
4,4,5,3,Detached Duplex,Lekki,Lagos,110000000,rent
3,4,5,2,Terraced Duplexes,Wuye,Abuja,70000000,rent
5,6,7,6,Semi Detached Duplex,Durumi,Abuja,130000000,rent
4,4,5,8,Semi Detached Duplex,Apo,Abuja,60000000,rent
3,3,4,2,Terraced Duplexes,Lekki,Lagos,37000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,53000000,rent
4,4,5,4,Terraced Duplexes,Lekki,Lagos,165000000,sale
5,6,7,3,Detached Duplex,Lekki,Lagos,234000000,sale
4,5,5,4,Block of Flats,Ketu,Lagos,50000000,rent
4,3,4,5,Detached Duplex,Lekki,Lagos,130000000,rent
4,5,6,4,Semi Detached Duplex,Lekki,Lagos,85000000,rent
4,4,5,5,Detached Duplex,Lekki,Lagos,90000000,rent
4,5,5,4,Detached Duplex,Apo,Abuja,100000000,rent
5,6,6,4,Detached Duplex,Ajah,Lagos,130000000,rent
5,5,6,7,Detached Duplex,Lekki,Lagos,150000000,sale
5,5,5,4,Detached Duplex,Ikeja,Lagos,130000000,rent
5,5,6,8,Detached Bungalow,Mbora (Nbora),Abuja,50000000,rent
3,3,4,2,Block of Flats,Dakibiyu,Abuja,27500000,rent
3,3,4,4,Detached Duplex,Ibeju Lekki,Lagos,45000000,rent
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,100000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,240000000,sale
5,6,6,5,Detached Duplex,Lekki,Lagos,75000000,rent
4,4,4,4,Semi Detached Bungalow,Lekki,Lagos,75000000,rent
4,4,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,100000000,rent
4,4,5,2,Terraced Duplexes,Ikoyi,Lagos,270000000,sale
4,4,4,3,Semi Detached Bungalow,Ibeju Lekki,Lagos,34000000,rent
4,5,5,4,Block of Flats,Ogudu,Lagos,40000000,rent
5,5,5,4,Detached Duplex,Magodo,Lagos,140000000,rent
5,5,6,4,Detached Duplex,Ikeja,Lagos,170000000,sale
4,4,5,4,Detached Duplex,Gudu,Abuja,55000000,rent
5,5,6,5,Semi Detached Duplex,Victoria Island (Vi),Lagos,250000000,sale
4,5,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,130000000,rent
4,6,5,6,Detached Duplex,Ajah,Lagos,80000000,rent
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,47000000,rent
5,5,5,6,Detached Duplex,Ikeja,Lagos,130000000,rent
4,5,5,5,Semi Detached Duplex,Wuye,Abuja,110000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,250000000,sale
4,4,5,4,Terraced Duplexes,Lekki,Lagos,130000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,49000000,rent
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,85000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,210000000,sale
5,6,7,1,Detached Duplex,Ibeju Lekki,Lagos,31000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,105000000,rent
3,3,4,3,Terraced Bungalow,Lekki,Lagos,22000000,rent
4,5,6,3,Detached Duplex,Lekki,Lagos,65000000,rent
4,4,5,3,Terraced Duplexes,Durumi,Abuja,65000000,rent
4,5,5,5,Detached Duplex,Lekki,Lagos,115000000,rent
6,6,6,4,Detached Duplex,Lugbe District,Abuja,89000000,rent
6,6,7,8,Detached Duplex,Isheri,Lagos,150000000,sale
4,5,5,8,Detached Duplex,Lugbe District,Abuja,50000000,rent
4,5,5,4,Detached Duplex,Magodo,Lagos,115000000,rent
5,6,7,3,Detached Duplex,Ajah,Lagos,58000000,rent
4,4,4,6,Detached Duplex,Lekki,Lagos,130000000,rent
6,6,6,4,Block of Flats,Ajah,Lagos,150000000,sale
4,5,6,3,Detached Duplex,Isheri North,Lagos,60000000,rent
4,5,5,4,Detached Bungalow,Gwarinpa,Abuja,55000000,rent
3,5,4,4,Block of Flats,Magodo,Lagos,120000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,140000000,rent
4,4,5,5,Detached Duplex,Katampe,Abuja,220000000,sale
5,6,6,4,Detached Duplex,Lugbe District,Abuja,52000000,rent
4,4,5,4,Detached Bungalow,Ibeju Lekki,Lagos,35000000,rent
4,5,5,4,Semi Detached Bungalow,Ajah,Lagos,56000000,rent
4,4,5,3,Terraced Duplexes,Wuye,Abuja,65000000,rent
4,4,6,2,Terraced Duplexes,Lekki,Lagos,57000000,rent
4,5,5,4,Semi Detached Bungalow,Lekki,Lagos,55000000,rent
4,5,5,3,Terraced Duplexes,Lekki,Lagos,45000000,rent
5,5,6,4,Detached Duplex,Jabi,Abuja,165000000,sale
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,135000000,rent
5,5,6,6,Detached Duplex,Gbagada,Lagos,120000000,rent
4,4,5,4,Semi Detached Duplex,Magodo,Lagos,45000000,rent
5,5,7,8,Detached Duplex,Lekki,Lagos,270000000,sale
4,5,6,6,Detached Duplex,Ajah,Lagos,40000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,48000000,rent
5,5,6,8,Detached Duplex,Magodo,Lagos,200000000,sale
3,3,4,4,Detached Bungalow,Gwarinpa,Abuja,53000000,rent
4,4,5,4,Terraced Duplexes,Ajah,Lagos,38000000,rent
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,15000000,rent
4,6,6,4,Terraced Duplexes,Lekki,Lagos,50000000,rent
4,4,4,6,Detached Bungalow,Agege,Lagos,13000000,rent
6,5,5,4,Detached Duplex,Gwarinpa,Abuja,130000000,rent
5,5,6,8,Detached Bungalow,Ikeja,Lagos,140000000,rent
4,4,5,8,Detached Duplex,Lekki,Lagos,120000000,rent
4,5,6,4,Terraced Duplexes,Jabi,Abuja,70000000,rent
4,4,5,2,Terraced Duplexes,Victoria Island (Vi),Lagos,140000000,rent
3,3,4,4,Detached Bungalow,Ajah,Lagos,43000000,rent
4,5,6,8,Semi Detached Duplex,Guzape District,Abuja,70500000,rent
4,4,5,4,Terraced Duplexes,Ikoyi,Lagos,190000000,sale
4,5,5,3,Terraced Duplexes,Lekki,Lagos,90000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,65000000,rent
6,6,6,8,Detached Duplex,Ikorodu,Lagos,22000000,rent
5,5,6,4,Terraced Duplexes,Katampe,Abuja,150000000,sale
3,5,5,1,Block of Flats,Surulere,Lagos,15000000,rent
4,4,5,4,Terraced Duplexes,Wuye,Abuja,60000000,rent
4,6,6,5,Semi Detached Duplex,Lekki,Lagos,45000000,rent
3,3,4,4,Terraced Duplexes,Life Camp,Abuja,35000000,rent
4,5,5,4,Detached Duplex,Maryland,Lagos,85000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,76500000,rent
3,3,4,2,Detached Bungalow,Isolo,Lagos,25000000,rent
4,6,6,4,Semi Detached Duplex,Lekki,Lagos,40000000,rent
5,6,7,6,Detached Duplex,Lekki,Lagos,80000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,55000000,rent
4,4,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,80000000,rent
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,60000000,rent
6,6,7,5,Terraced Duplexes,Wuye,Abuja,75000000,rent
3,4,4,4,Terraced Duplexes,Lekki,Lagos,42000000,rent
4,4,5,4,Detached Duplex,Isheri North,Lagos,35000000,rent
5,4,5,4,Detached Duplex,Lekki,Lagos,142000000,rent
3,5,4,3,Terraced Duplexes,Ajah,Lagos,65000000,rent
5,5,6,4,Detached Duplex,Isheri North,Lagos,87000000,rent
4,5,5,4,Block of Flats,Ogudu,Lagos,130000000,rent
4,4,5,1,Semi Detached Duplex,Ajah,Lagos,40000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,102000000,rent
4,4,5,4,Detached Duplex,Life Camp,Abuja,155000000,sale
5,5,6,5,Detached Duplex,Guzape District,Abuja,200000000,sale
5,5,6,7,Detached Duplex,Lekki,Lagos,210000000,sale
3,3,4,3,Semi Detached Duplex,Lekki,Lagos,41500000,rent
5,5,6,1,Detached Duplex,Lekki,Lagos,120000000,rent
3,4,4,4,Detached Duplex,Lekki,Lagos,24000000,rent
3,3,4,4,Terraced Duplexes,Gaduwa,Abuja,50000000,rent
6,6,7,4,Detached Duplex,Lekki,Lagos,185000000,sale
5,6,6,5,Detached Duplex,Lekki,Lagos,95000000,rent
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,55000000,rent
6,6,7,4,Detached Duplex,Katampe,Abuja,170000000,sale
4,4,5,4,Detached Duplex,Alimosho,Lagos,65000000,rent
5,5,6,4,Semi Detached Duplex,Jahi,Abuja,70000000,rent
3,5,4,4,Block of Flats,Surulere,Lagos,50000000,rent
4,5,5,2,Terraced Duplexes,Surulere,Lagos,37000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,165000000,sale
4,4,5,4,Detached Duplex,Magodo,Lagos,75000000,rent
4,4,5,2,Terraced Duplexes,Victoria Island (Vi),Lagos,130000000,rent
3,4,5,1,Terraced Duplexes,Jabi,Abuja,17500000,rent
5,5,7,4,Detached Duplex,Lekki,Lagos,120000000,rent
4,4,5,6,Detached Duplex,Ajah,Lagos,62000000,rent
4,4,5,4,Detached Duplex,Isheri North,Lagos,65000000,rent
4,4,4,4,Semi Detached Duplex,Ikeja,Lagos,80000000,rent
5,6,7,1,Detached Duplex,Ajah,Lagos,85000000,rent
4,5,5,4,Terraced Duplexes,Katampe,Abuja,120000000,rent
4,5,5,6,Terraced Duplexes,Maitama District,Abuja,150000000,sale
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,34000000,rent
3,3,4,3,Semi Detached Bungalow,Ajah,Lagos,13500000,rent
3,3,4,4,Detached Duplex,Ifako-Ijaiye,Lagos,27500000,rent
3,5,5,3,Terraced Duplexes,Ajah,Lagos,40000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,68000000,rent
4,4,4,4,Detached Duplex,Ajah,Lagos,60000000,rent
3,3,5,4,Semi Detached Duplex,Lekki,Lagos,33000000,rent
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,125000000,rent
4,5,5,4,Semi Detached Duplex,Lugbe District,Abuja,160000000,sale
5,5,6,4,Detached Duplex,Gbagada,Lagos,90000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,165000000,sale
4,4,5,4,Terraced Duplexes,Lekki,Lagos,47000000,rent
4,4,5,2,Terraced Duplexes,Apo,Abuja,48000000,rent
3,4,4,3,Semi Detached Duplex,Lokogoma District,Abuja,25000000,rent
5,5,5,8,Detached Duplex,Lokogoma District,Abuja,90000000,rent
4,4,5,2,Terraced Duplexes,Ikeja,Lagos,78000000,rent
4,4,4,4,Detached Duplex,Lekki,Lagos,60000000,rent
3,3,4,4,Block of Flats,Ikoyi,Lagos,170000000,sale
4,4,5,3,Terraced Duplexes,Ibeju Lekki,Lagos,28800000,rent
4,5,5,4,Block of Flats,Surulere,Lagos,150000000,sale
5,5,6,6,Detached Duplex,Isolo,Lagos,57000000,rent
5,5,6,4,Detached Duplex,Kado,Abuja,250000000,sale
5,5,6,4,Detached Duplex,Ikeja,Lagos,135000000,rent
3,3,4,3,Terraced Duplexes,Jahi,Abuja,65000000,rent
4,4,5,4,Detached Bungalow,Ibeju Lekki,Lagos,24000000,rent
4,4,5,4,Terraced Duplexes,Utako,Abuja,75000000,rent
